age,Computer,TV,Cellphone,Software,Frequency3,Monetary3,Monetary60
37,5,1,1,7,14,2242900.86578534,9256976.08419631
36,0,1,1,0,2,1583459.03421884,3128690.81416948
36,6,0,0,3,9,2040073.31421763,7820525.66386101
15,0,0,2,4,6,950326.827566267,3850789.52983917
14,2,1,0,3,6,1762499.1705977002,1689020.27590465
30,1,3,0,3,7,1521375.36532822,4685163.38935215
31,3,2,1,4,10,2102716.13518512,7592536.55432433
24,0,3,1,5,9,1359988.05335687,6637142.79984525
39,1,1,0,7,9,1473146.54395042,4802788.78852183
20,6,3,1,4,14,2507009.61172428,5959987.4546018
10,4,2,0,3,9,2298596.03000988,8295093.11503564
39,4,3,1,0,8,1467478.86600766,4933730.3735238
25,5,3,0,6,14,1192742.38802847,6896909.93649922
13,3,3,1,4,11,1673228.68261263,7059327.178962401
11,0,3,1,7,11,1902299.94359698,4598906.87204575
39,2,2,2,0,6,1252843.06660355,3764282.74025488
19,1,2,1,6,10,2306557.7297537997,5905175.42465471
18,5,1,1,7,14,2253007.47046778,9178888.73084755
30,4,1,2,6,13,3197365.14480417,7155518.79541011
18,1,0,2,4,7,1735822.2885891004,6741630.83690081
15,1,1,1,3,6,1490128.60250417,6231155.55293679
22,6,2,0,5,13,2702032.6937328,8776552.95694776
23,1,1,0,1,3,1021941.46530857,4290711.51703796
34,3,0,0,0,3,1365956.65943818,3247078.54562515
26,4,1,2,1,8,1641547.96446655,4768649.78601481
21,3,0,1,4,8,1507906.82125376,6697266.57183377
26,5,3,2,5,15,2760406.84926311,6188533.50148356
20,4,1,0,5,10,1618738.98344343,7950610.84107513
30,0,2,2,6,10,1963118.56339219,8046698.87556641
37,4,1,0,1,6,1916041.55261812,4174193.23512653
15,5,2,1,2,10,1946595.23447843,8507227.14950929
20,6,1,2,5,14,2352454.38690452,4788143.51517286
17,4,1,1,2,8,1889080.92316046,5699045.60128218
40,2,3,0,0,5,1152406.78920293,2416079.46643482
34,0,1,0,1,2,1565435.72054849,3927013.53407738
21,3,0,1,1,5,1260586.46534873,4880159.8179594
29,1,3,1,1,6,1861495.18573613,4659490.40017301
23,3,2,2,7,14,2603249.78801222,5992173.87437491
13,4,2,2,0,8,1739507.41694734,3416220.08984963
23,1,2,1,2,6,1758798.03136915,5008423.8197417
20,0,1,0,7,8,1867967.65179753,6817209.07329232
34,0,3,2,3,8,1701445.20421412,5924803.08798427
40,0,2,0,6,8,1486617.49621377,1486617.49621377
11,6,3,1,7,17,2670216.70127112,10772749.0831885
31,4,0,2,1,7,2412312.24671428,6509826.80115234
26,2,3,2,6,13,2501057.36220644,6220340.83314312
31,6,3,0,3,12,2016640.6563836003,3237035.70746247
32,0,3,2,7,12,2249696.47839491,7411487.62120771
28,5,2,1,1,9,1898424.40244031,6258344.25830802
29,1,3,2,2,8,1868964.62015141,6980812.93244928
27,4,3,2,1,10,1849009.06501956,4782567.31334329
13,0,3,1,7,11,2431846.20105135,5589251.31691912
21,4,3,1,5,13,1871421.92674012,6038847.04444616
34,6,1,2,5,14,2321944.32970584,6235013.2427956
40,5,1,0,2,8,2086472.92260509,7453269.41909778
39,4,0,1,6,11,1998877.87232518,4796821.36015215
30,0,0,0,5,5,1670408.77067225,6030951.35634294
38,2,1,0,1,4,1132099.78369416,3460726.07614436
13,3,1,2,2,8,1380112.19210579,7189622.1272468
25,1,1,0,2,4,1244730.36512126,3934770.96739038
20,1,3,2,5,11,2800281.53933163,5138460.60257587
27,3,0,2,2,7,2018736.52602998,3487283.6646002997
21,1,2,0,5,8,1205042.01051359,7638714.66613399
39,3,1,2,1,7,1968619.76554337,3857236.08156531
11,5,2,2,1,10,1578467.15131601,5423558.09175497
19,5,2,0,4,11,2541132.30236961,4902718.89146644
39,5,2,0,4,11,1915145.74763224,6035391.15519828
16,2,1,1,6,10,2181591.96602821,8386854.90504643
28,5,2,0,7,14,3054555.22957993,5381838.61077823
12,5,2,2,6,15,3404090.51686209,4111786.08036493
22,2,1,0,2,5,1674837.05903471,3724667.09050453
11,0,0,1,4,5,1388292.28979287,1765151.58494759
11,3,0,0,4,7,2092359.10006854,5109978.16949065
35,4,0,0,0,4,1478806.63427759,4307810.4951262
15,5,0,2,3,10,1190980.03766217,6482931.94530581
32,2,0,0,0,2,1036131.71703002,1384959.41407768
38,4,0,0,4,8,1755760.1656042,6154231.63537208
35,3,2,2,5,12,1753706.65226143,8868050.10013619
31,6,0,0,2,8,1182921.38766571,3449188.66066216
20,3,2,1,1,7,1521230.95782527,4172742.25852427
14,4,1,2,7,14,1942096.06893575,10258837.672102198
24,4,0,2,7,13,2981627.05081737,7398919.45917875
21,4,2,2,3,11,1691059.14687772,6364565.80316674
27,4,1,0,6,11,1635213.48312439,3214389.55667567
18,1,0,0,4,5,1790722.08084445,3975245.80760239
38,3,3,2,7,15,2407472.0330343996,4187682.92743866
12,3,2,1,2,8,1774059.59822935,6124340.91781432
37,4,3,2,1,10,1497782.63252463,5604506.399101799
36,5,3,0,3,11,2199208.09465283,5978146.1230625
33,6,3,1,1,11,1990124.23979969,6785254.69727932
12,1,2,2,6,11,2175285.68897056,5379908.76212052
23,1,2,2,5,10,2053183.83652239,5691727.32803531
17,0,0,1,6,7,1566361.34900667,4375992.01938614
25,2,3,0,4,9,2269321.66101079,5581692.831950299
17,4,0,2,5,11,1582621.63703976,7988313.85724624
15,3,2,1,7,13,2923384.83052029,8734975.75695278
14,1,0,2,5,8,1794039.01286572,7853742.80289373
14,5,3,0,5,13,2256717.69382283,8447695.76034985
17,3,2,1,4,10,2290739.43874116,5374899.11377495
32,3,1,2,5,11,1680827.45093083,7670871.90768345
26,0,2,2,1,5,1805095.63588266,4065024.82535305
39,0,2,0,2,4,954354.9139099941,3847521.46212639
24,0,0,1,6,7,1614075.2016387,4175949.40187027
13,3,3,2,0,8,1990403.2564999,7890425.89712202
28,3,0,0,3,6,1733908.63035897,6405608.86533126
28,6,1,1,3,11,2178250.00500301,1785531.48131647
37,2,3,1,7,13,2769131.93724583,8171063.66611931
12,0,2,1,0,3,787571.833932141,5711569.44734817
17,0,3,1,0,4,1322666.60168836,5335283.24093694
37,6,3,2,2,13,2140383.2043474996,9767180.70358922
26,0,2,2,6,10,1811878.05691322,5252283.36885114
37,6,2,2,0,10,2046728.08939153,8412857.73146121
36,6,1,0,5,12,2081056.27648654,9024357.97056852
38,6,1,1,3,11,2414894.38681196,6140639.75915506
12,1,2,0,7,10,2007061.46715678,3500215.09374752
33,2,1,1,6,10,2163324.1883215997,5585872.63457059
22,5,1,1,3,10,2342389.53419735,5389003.44020875
15,1,1,0,5,7,1709431.14146961,4263129.44000722
11,5,1,1,7,14,2896372.46656943,6049443.18943665
23,4,0,2,3,9,1425345.8932666,6074472.71051974
39,5,2,1,7,15,2836649.88462645,8671999.34331786
34,2,0,2,5,9,1853394.6112523999,6030210.6372458
28,6,3,1,6,16,2169461.26171337,10488702.774385002
14,6,2,0,6,14,3012436.11196355,7856190.68308287
26,6,0,2,6,14,2555331.47398439,2719622.65330729
34,1,3,1,2,7,1856462.24259463,3229660.58790181
20,5,1,1,2,9,2153280.47612514,7244154.69086318
15,0,0,1,0,1,992080.013763408,3329531.90763907
33,5,2,1,0,8,2122703.4408639,5712899.31969939
28,4,1,0,2,7,1568071.36637847,6423526.98455853
20,5,0,2,7,14,2944704.96076671,10241098.9471375
39,4,1,2,4,11,2379452.30100148,4627479.03443406
12,6,2,0,4,12,2247073.63027778,6229716.62173883
26,2,1,2,0,5,1613318.33040024,6031493.04927017
34,4,1,1,0,6,1300002.45222324,4699790.74872959
40,4,2,1,2,9,1938477.17703272,2287727.22362986
13,2,3,1,4,10,1504726.27123523,6500508.80317531
31,2,1,0,7,10,1235645.47756537,7988640.53050064
14,3,1,0,6,10,1833273.43762145,5359040.72443355
40,2,0,1,4,7,1952159.15761166,5980402.93861794
17,2,2,0,1,5,1532447.08490748,5763559.53355158
35,1,0,2,1,4,1297741.29514177,1710739.75557843
37,5,1,0,4,10,1931677.84839209,6647440.42964383
21,0,3,2,7,12,2293368.00434215,6585951.20168736
15,1,1,1,4,7,1863043.3394361,4169362.80371443
38,3,2,2,0,7,1616206.69404089,4531097.40022735
10,3,0,0,0,3,1192028.63079414,1809882.53782092
35,4,1,1,6,12,2241798.91898293,8556147.917729
27,4,2,2,0,8,1954426.49688748,4973732.31438919
26,3,2,0,0,5,1359021.19835638,7132265.21861244
20,4,1,1,1,7,1853451.06692187,5023015.76862479
11,5,2,0,2,9,1632761.37854449,4115872.60293837
34,6,0,1,7,14,2888018.16467884,7061336.17648825
30,2,2,1,0,5,1576888.27737233,4682223.27734813
13,4,3,0,6,13,2351698.88694645,4430468.25691354
18,4,1,2,0,7,1750675.94973051,7015384.38857396
38,0,3,2,1,6,1475226.75516808,2288860.66566686
25,1,2,0,1,4,1266621.52088928,2067860.54293782
23,2,3,0,2,7,1898056.99728714,5573802.6010857
29,5,1,1,0,7,1536529.85883333,4636303.34437985
32,2,0,0,2,4,1657521.30044153,3931305.66464714
13,1,0,2,7,10,1839908.19455971,5806589.46740485
21,5,0,0,7,12,2528024.35275978,8789711.27004649
12,6,3,2,0,11,2596346.89251824,4179081.00303882
31,0,0,0,6,6,1812237.64713834,2426634.1144535
38,3,2,1,0,6,1402827.98369445,6904229.83120658
16,6,1,1,7,15,2507107.85590715,12073594.0266106
16,0,0,2,2,4,1430109.38571216,4709273.01579499
40,5,0,2,4,11,2182670.25110193,7766874.60722535
33,0,3,0,2,5,1273852.82884553,4084486.38584916
20,2,3,0,7,12,2370265.21737654,5108485.93357201
13,2,0,1,5,8,1894819.6494681,4712713.40768065
20,4,0,1,4,9,2292617.51552893,5906716.55321119
40,0,0,2,4,6,1375591.15760304,4200978.43254931
27,1,0,2,6,9,2246336.47358932,4360162.03948922
19,3,2,1,3,9,2273203.67307564,7883318.31612675
30,2,3,2,7,14,2495815.39097239,8143698.55023619
16,3,2,2,5,12,2322634.6200106004,9587341.58517019
32,0,1,0,5,6,1738363.03142958,4877342.41633227
12,4,1,1,7,13,2380050.36947592,5811941.42401639
12,4,2,2,4,12,2173403.62399225,5834625.0160137005
33,0,0,1,1,2,1327157.58307275,3286936.06474854
39,3,1,0,6,10,1858450.20551783,3275018.45118787
28,1,0,0,5,6,1773737.98840777,5043472.28038622
16,5,2,1,5,13,2437040.53764254,8092459.27151313
32,6,1,0,4,11,2195744.09622062,7219448.85781639
11,1,3,1,4,9,1933560.28484615,7640655.85116577
14,4,1,2,1,8,1772168.35857765,5883735.19905471
12,6,1,0,0,7,1831931.15196196,7338099.99797862
24,0,1,0,7,8,1076585.38908893,3496418.06518038
37,5,1,0,3,9,1899096.97998436,7556556.01595792
12,3,1,0,7,11,2840511.84922285,7381822.49792832
13,0,1,2,7,10,1844702.13612796,4258673.35311959
32,5,0,0,3,8,1986128.55814715,4145327.2551101
22,5,3,0,2,10,2521040.65216025,5029293.37006232
33,2,3,2,6,13,2770880.35547034,8617424.62101194
37,3,2,1,2,8,1717590.31161303,6180207.87516196
14,4,1,1,4,10,2064979.59537059,9602556.14169424
20,0,2,1,6,9,2183725.47370764,7035768.16416054
24,3,0,2,7,12,3061026.51978921,8251317.653159101
18,4,0,0,5,9,1691249.59745941,9555413.23067973
14,6,3,1,4,14,2687536.58298238,7724423.58322518
36,3,3,2,6,14,2583670.58296895,5865007.489834299
33,6,2,1,4,13,2047065.00855563,3069200.59393985
11,4,1,2,3,10,1940156.51998639,5731382.81602491
20,4,0,1,5,10,2415676.42632507,10202855.6006504
36,5,3,1,5,14,2445688.59642488,5967791.79398247
18,3,3,0,6,12,1796163.42605321,5396055.99781175
12,2,1,1,5,9,2123311.10885472,4704193.43598775
18,2,3,1,1,7,1739908.16705496,6355802.60312572
40,5,1,2,3,11,2329892.19900191,5865089.21393058
36,2,3,2,5,12,2427117.99273164,8919140.65617104
31,6,3,1,4,14,2744565.58716662,7387180.13193042
37,3,2,1,0,6,2007017.1971862998,5932434.94084301
18,0,1,2,7,10,2344720.87275234,6790105.08879779
17,1,2,1,4,8,1439403.6940398999,3519776.07037031
28,5,0,2,2,9,1934438.08899719,6404106.61708262
11,2,1,2,4,9,1934597.08945338,4614075.46983667
36,1,2,0,5,8,1892792.39389698,4071196.37900766
32,3,2,1,0,6,1707948.56476359,3997490.66796492
28,5,2,2,0,9,1880795.82852647,5447007.18729352
25,0,1,1,4,6,1651852.4646848,4896123.93021
25,4,3,1,3,11,2330806.3052788996,4996420.50543883
16,2,2,2,0,6,1605913.66344558,5586341.66817807
37,3,1,0,7,11,2231271.12343002,4232836.4300408
16,2,1,2,2,7,1266494.63376442,3182085.09474563
17,6,1,1,3,11,2533670.43154471,4778201.67975806
21,4,2,0,7,13,2145986.03253564,3913423.52612023
23,1,3,2,5,11,2337402.10008018,3958154.79428061
35,1,1,0,5,7,1952699.97597007,6243056.64520352
24,6,1,0,2,9,2123957.87010991,7724629.96433393
26,6,2,1,1,10,1648970.41646933,11243778.825932
12,2,1,0,0,3,1383612.1633918001,4110800.38975913
25,4,1,2,6,13,1965668.39903691,5677314.83765386
25,4,0,0,3,7,1134298.38648068,5951057.24514772
22,6,2,1,4,13,2431442.92274343,8939415.57654054
13,3,1,1,2,7,1716263.91310591,4679358.2830324005
15,0,1,2,5,8,1654922.05333358,3913463.90752339
19,4,2,1,2,9,1758947.33645716,8100583.81120847
11,1,0,0,5,6,1967568.04026858,5969108.98290498
34,5,1,0,5,11,2360483.52713385,3557656.35753396
35,0,2,0,0,2,1534288.99521217,6098019.27043293
22,5,2,1,0,8,1159238.89242148,7193227.69270764
21,2,2,2,5,11,2356280.33333127,7543702.24613095
28,2,3,2,2,9,2084833.13350867,5530898.3248912
30,1,2,0,6,9,2443295.270299,6028877.44846894
36,0,3,1,7,11,2217954.88937206,6743047.74018402
14,0,2,2,6,10,2336949.08450283,4135347.97410493
17,3,2,1,1,7,1578212.71623114,4691661.28945535
32,1,3,2,3,9,1888728.46527344,5054366.22981084
21,1,1,2,3,7,1765008.42436786,4734295.63989146
35,3,3,2,2,10,2026098.81574365,5424786.57881933
20,2,3,2,4,11,2346943.76904037,9140870.54410935
13,1,1,0,3,5,1479326.89787792,2833904.56351461
26,0,0,2,6,8,1897285.65123413,2846392.25269336
22,2,1,1,4,8,1442733.91777047,6996877.18347025
16,4,1,2,0,7,1315521.20204635,6347353.19417962
37,5,1,1,0,7,1842610.87725477,5824085.41495237
10,3,2,2,6,13,3298603.92716353,8144632.96731913
15,3,3,0,5,11,2115010.66550077,7915676.03471887
26,5,2,1,4,12,2349021.15874372,7768741.08279416
16,5,0,2,2,9,1901794.60211496,6576876.91462727
30,5,1,2,3,11,2075437.60224739,8816919.68572525
23,2,2,2,4,10,2374148.73564147,7766275.02803291
26,4,3,1,7,15,2255782.99758707,6225233.80698593
28,0,0,1,1,2,1378240.02641485,715467.6865572471
28,0,3,1,0,4,1416240.32842748,5757067.60006504
38,3,1,2,6,12,1501657.93622679,1881166.9626303
11,3,2,0,1,6,1583899.73643353,3674422.92468932
16,6,3,0,0,9,1665900.74931478,6600734.12617114
28,2,0,1,0,3,1024433.20595681,1229891.42956568
40,3,2,2,5,12,2484289.00743278,7432578.70291654
21,6,0,0,1,7,1578136.28302962,6160687.73736673
33,1,0,2,3,6,1998702.51467554,6525245.217966599
38,0,1,1,3,5,1423124.3162476001,5272472.04927803
36,2,3,1,0,6,1455992.02076125,7794068.51309636
26,5,2,0,6,13,2333777.51976608,6055031.238228501
29,5,1,0,0,6,1580074.77346123,5835273.22850419
37,2,3,1,5,11,2523863.77247118,7482085.3173196
35,6,0,2,6,14,1939944.83289841,6876355.75262178
17,2,2,0,6,10,1801568.09721972,5646600.163725
34,3,2,1,6,12,2914297.14933951,7122615.9478192
33,6,1,1,0,8,1775876.8576304,7267074.44610554
16,6,2,1,6,15,2827410.77642595,3746260.91320034
23,3,2,1,3,9,1837046.49547532,4403277.27810159
21,1,3,1,3,8,2039948.68921721,7102978.00045467
28,4,2,2,1,9,1425039.27665416,7897415.34363667
36,0,0,2,3,5,1764154.49268373,3736813.97881582
26,4,2,2,1,9,1644593.92692461,3318820.53526573
36,0,1,0,0,1,1063194.46290235,3432540.36799719
16,2,0,1,3,6,1026495.0531095,4360364.653161
21,2,2,0,2,6,1536018.4601151,3770950.26866397
10,5,1,0,0,6,1335037.46046136,6247104.53509719
27,3,2,1,5,11,2097338.58367238,6427314.44020906
23,0,0,0,4,4,1483967.63614961,4470323.07790698
14,4,0,0,1,5,1567683.07403996,4477901.40906617
27,1,1,1,5,8,2229650.13658816,4270095.14830613
19,3,0,0,4,7,1246559.90490073,5141923.24714792
25,0,0,2,4,6,2223663.30191091,5403409.35455504
33,0,2,1,6,9,1906390.19889971,2400884.75748078
24,0,0,2,2,4,1410430.9737081002,2815309.88867811
27,5,0,1,1,7,1814109.18126509,5754035.37761008
37,6,3,1,3,13,1976768.19997711,7617560.87787204
36,0,0,1,5,6,1812820.28694338,3321818.07947932
23,0,3,0,0,3,1208245.29964347,2728811.85740613
38,3,3,1,1,8,1816005.88751871,5052893.60368462
35,4,2,2,7,15,1830275.56558898,1401143.28956207
28,0,3,2,6,11,1563372.13523152,8573903.07655747
38,5,2,1,3,11,1803505.47705359,4805284.42018329
35,0,2,2,3,7,2098098.53942574,5322241.98697759
36,4,2,0,1,7,1894259.91190857,4177755.75650458
10,6,2,2,1,11,2044780.23889256,6885202.06800573
27,2,1,2,7,12,2222130.77866214,8492996.06176932
29,5,1,0,5,11,1497146.9373482,5798562.82154722
14,4,3,1,2,10,2167508.90302953,4989017.96679633
19,5,2,2,3,12,2406286.6008116,4728596.50302751
22,1,2,2,7,12,1877090.50567946,6190785.82653029
12,6,2,1,0,9,1684107.5139531,3632845.49873746
15,4,3,2,0,9,2005359.88355395,7803169.65541468
39,3,2,2,3,10,1446874.65318839,6146021.26148035
14,5,1,0,6,12,1985157.75534743,5126431.40381359
22,1,2,2,3,8,1478888.88135607,6851638.07945128
20,4,2,1,0,7,1720146.97084396,7171513.49680231
13,6,0,2,5,13,2308340.32413605,8160166.87588641
20,0,2,1,0,3,1630397.52935378,1650316.47098267
18,0,3,1,4,8,1853331.96178157,5389850.15910916
20,2,3,0,7,12,1786548.84430569,4101110.3206021003
20,1,0,1,3,5,1483256.98611087,4260380.52213319
32,2,0,1,4,7,1581455.60215577,7662900.57476893
40,4,3,2,1,10,1538182.24357539,8144187.12043533
40,0,3,2,4,9,2193770.15728576,5192099.47843347
21,4,1,2,5,12,2583904.28816195,5931582.03281201
13,5,2,1,2,10,2269640.60333871,7504350.84340199
36,4,3,2,1,10,1482795.43920248,8243923.36857369
26,2,3,2,1,8,1510868.29727746,5376033.41824144
28,2,3,1,3,9,2123235.34677902,5171026.64153571
38,6,1,0,5,12,2358280.7545107002,6491338.86136043
37,1,1,1,4,7,1964129.3004808999,3112488.87417497
34,3,0,1,6,10,1868335.29421791,3951845.84376123
26,6,2,1,4,13,2299016.29399489,7209508.75761558
37,0,1,1,5,7,1605476.73587135,4559891.41908763
10,0,0,0,6,6,1205255.66097668,4915488.42115792
34,6,2,1,5,14,1859093.68004012,9026479.60502292
34,1,0,2,3,6,1373335.7069131,4963176.83692558
26,6,1,1,0,8,1803294.47561816,6284455.30927022
19,1,3,1,5,10,1604350.63761795,5615206.93539609
14,0,1,0,1,2,1108880.78014074,3665772.78410762
28,4,1,0,0,5,1282753.10096516,5927886.23394261
10,1,3,0,4,8,2120548.81367104,4279529.78008906
31,4,1,0,2,7,1468757.90893734,3731917.47605791
38,4,1,0,2,7,1631050.47848787,4273908.13204213
14,6,3,0,6,15,2637579.6220597,5226809.24097622
33,0,2,1,1,4,1359990.88159569,3592574.08455671
31,2,0,2,1,5,1326391.76137503,6948392.83432532
17,4,1,2,5,12,2499432.16852484,7578219.98814738
15,0,2,1,7,10,2229348.38194666,8278143.03435198
16,1,0,0,0,1,710976.98354471,3601114.74671226
24,2,2,1,7,12,2577623.1676192996,6851949.11398231
18,2,3,0,3,8,2040598.1292978001,6488919.89905215
33,3,2,0,6,11,1814941.66125281,5946704.48221914
31,0,1,2,3,6,1448618.0153384,5140144.69817908
31,2,0,1,5,8,1732272.92182068,4926138.93232454
22,4,0,1,3,8,1593111.2767856,5457723.41476
21,2,3,0,6,11,2069291.3144381,5676795.66414423
37,5,3,0,1,9,1258365.21193062,3120032.99006956
38,2,1,2,4,9,1905393.53139431,5518163.55295908
38,1,3,1,7,12,2087405.31333261,8216428.93483163
10,6,3,0,6,15,2406829.37400979,6557262.27291527
37,5,2,1,5,13,2301326.3548821,6831330.90815474
19,1,0,2,6,9,2128232.44111264,3592416.59884644
34,0,3,2,4,9,1350754.35099221,5040443.56672414
33,0,1,2,5,8,1832843.38064204,5811778.07024342
31,4,3,0,2,9,1447859.57635044,6440015.18608734
30,6,3,2,3,14,1659314.41316191,8253331.16005576
40,6,0,0,7,13,2782846.50436253,6734647.01369452
22,6,1,0,4,11,1760667.41413291,3518096.36849568
26,4,2,1,3,10,2616538.23049503,3440996.56374398
12,0,3,1,7,11,2389914.47499866,4874577.28618851
23,6,2,1,3,12,2217714.63400983,6336567.52167309
35,1,0,0,1,2,1462259.06000309,3711875.37996297
28,6,3,0,3,12,2293551.99910703,5163509.88236581
10,1,1,0,0,2,1187231.13258645,2740107.32010302
31,5,0,1,4,10,2125569.17177267,7808333.1057279995
36,1,3,0,2,6,1421008.23552659,3633339.54505641
19,2,0,0,0,2,1518701.49432227,3115557.01620895
38,0,3,2,0,5,1347231.64800945,1202426.98074158
25,6,2,0,6,14,2271818.66988701,7932565.56807892
10,0,2,2,7,11,2101019.15059515,7251555.07175029
37,1,1,0,3,5,1375525.53021133,3987749.40826371
31,5,1,1,7,14,2968918.7971641,7670220.33574139
38,1,1,1,7,10,1817794.14156318,6864080.59595849
19,0,0,1,5,6,2047692.96332076,4146212.75141063
20,2,2,2,0,6,1600345.10915736,5472711.5296845995
37,1,0,1,1,3,1436980.56628831,3824930.43469735
13,2,2,0,5,9,1603408.99354309,4972284.46884362
16,6,1,0,2,9,977588.0765998741,2811535.60623448
38,2,1,1,4,8,1838903.69684992,5765236.02246055
38,6,3,2,6,17,2139720.84606644,5082798.03969841
25,4,3,0,1,8,1777533.85057958,5618893.26075116
36,2,0,2,5,9,2258788.21078784,4706053.07215974
16,0,2,0,4,6,1220755.36992752,4592739.49190299
31,2,2,0,7,11,2237831.7599511,7209749.11250302
19,4,3,1,6,14,2835237.77563837,8298985.17345044
16,5,0,0,1,6,1775521.91788279,2724023.93820967
18,3,3,1,4,11,1820569.82018324,7555510.82275296
32,0,0,0,4,4,1618330.16998876,1212530.15613599
34,2,1,0,0,3,1251377.55694289,3274362.75167012
37,3,2,1,4,10,2084841.00291263,4821380.24802907
23,5,3,0,6,14,3092459.80865349,5467535.2177888
19,5,0,1,1,7,2162588.70878168,2428890.4571009
40,5,3,1,5,14,2541255.62695737,8047717.91384439
17,5,2,1,0,8,864149.9180021591,6103542.08909124
26,5,0,0,3,8,1797458.57353894,7646079.34108563
20,2,0,2,3,7,1314602.38932139,4449989.17927315
17,4,0,2,4,10,2217353.93804082,8064850.73531222
16,3,2,2,5,12,2487102.62063638,4993966.35961341
32,5,0,0,4,9,1657287.01906769,5929787.44607575
24,6,2,0,5,13,2614222.97984747,5875504.75181443
38,2,2,0,3,7,1681419.73668857,4206514.25850629
14,2,3,2,7,14,2514163.20391608,5137660.62128139
30,5,0,1,5,11,2761485.27773835,5330285.31431609
30,5,1,2,5,13,2298481.13121013,8390962.33942239
12,5,3,1,7,16,3083295.01242114,9759605.59309713
24,2,2,0,2,6,1608040.46452925,5639900.30694805
14,1,2,0,1,4,1686920.44313607,7548159.02970069
14,1,3,1,7,12,2547956.58366146,6138317.07249961
34,2,1,1,1,5,1613044.14410817,6100592.5047388
29,2,1,0,5,8,2086171.51024888,7681097.245641099
12,1,3,1,7,12,2594617.73242691,8928842.46558663
12,3,2,2,2,9,2312450.70706088,6345253.43731586
17,0,1,0,7,8,1640579.87108427,3133328.94178865
30,3,3,2,1,9,2313144.87407195,4198149.01327431
25,2,0,0,6,8,1463572.6126441,6190725.56968362
22,1,3,2,6,12,2157641.21382521,9016828.48315764
37,5,2,1,1,9,2099631.81697511,6621947.30018305
30,6,2,0,3,11,2615141.14310628,7683122.33181529
38,6,0,1,7,14,3293121.10844875,7984757.28204906
39,6,2,2,0,10,2453333.67597262,6817018.72564175
35,5,0,2,4,11,1966676.82574219,9677832.88268964
31,6,0,0,3,9,2057131.47752078,1819803.02658067
15,0,1,2,2,5,1543737.77948242,5815119.53650707
10,0,1,1,5,7,1220511.83193548,4884680.48509743
28,4,1,1,6,12,1634673.21599016,8458776.70223398
21,6,0,2,2,10,1958209.46374026,8551646.53779631
14,2,3,2,1,8,1896695.89571491,7209813.80964369
38,0,0,0,7,7,2175703.07255204,6954922.69155942
35,0,3,2,0,5,1580639.47151525,7549936.28465955
14,0,1,2,5,8,2063681.28621318,3926574.05633467
21,5,2,1,0,8,1748206.34920247,3069597.6348793
40,1,1,0,7,9,2692974.86094,7806532.16946896
27,3,2,2,4,11,2445538.83798284,6426888.75026219
28,2,2,0,3,7,1646738.74709025,6893499.20598647
16,2,1,0,4,7,1575194.83138047,4959323.86428407
32,0,1,0,7,8,1312922.58445753,6136306.96069873
17,6,1,0,3,10,2354690.28707855,4213736.34201972
16,4,1,2,3,10,1603855.65168471,4299763.85220341
29,3,3,0,1,7,1249157.50637166,4186489.65348044
21,0,3,0,5,8,1722878.30079109,5424412.27663936
18,1,3,2,3,9,2178095.5067027,5193100.58840187
13,6,1,2,7,16,2686326.45788804,6180625.89066174
37,1,2,0,3,6,1507242.15814807,4917282.46070837
28,2,3,0,5,10,1312266.12791799,8365626.91279942
27,1,1,0,1,3,1078260.04507327,4421264.12980539
40,5,2,2,5,14,2147311.65853851,8465140.70862085
15,5,2,1,6,14,2128669.39887623,6677380.57741441
14,6,1,1,2,10,2338991.52026907,4346566.35116578
19,0,0,0,1,1,1206856.07615887,1505703.3619108
26,1,0,2,6,9,1593359.09492785,3971263.76542267
22,0,2,0,3,5,1419862.741453,3973733.68361428
11,0,1,1,1,3,1299673.26521168,7009190.96906138
20,4,3,2,7,16,2831880.67601762,7251311.01770487
20,4,2,1,4,11,2310636.25171538,7274711.1277845
19,0,1,1,0,2,973102.717810152,4372665.34699941
13,6,2,2,5,15,2507142.26463804,5788288.04751576
38,6,1,0,7,14,2709235.89146686,8065899.91098193
34,1,1,0,2,4,1544347.43492325,2412690.63558114
24,5,0,0,1,6,1787366.80568008,5940651.49291932
20,4,1,0,3,8,1869786.89390484,4863849.569655
18,2,1,0,0,3,1649872.23935759,3538096.31607004
16,0,2,0,3,5,1285361.34005852,3190576.33967634
32,1,1,0,4,6,1584726.77603098,1558795.11192318
38,0,0,0,0,0,1216070.88922952,4006119.21548121
38,3,1,2,1,7,1618983.15824093,3127773.69583175
12,1,1,1,3,6,1091105.06056118,5454664.91937977
17,2,1,1,4,8,1526418.40791916,3378198.02910881
27,4,3,1,0,8,1713145.90913067,3504719.9233802003
23,3,3,0,2,8,2025289.24766111,7834768.88354393
33,5,3,2,4,14,3520129.2099498003,4339466.75284722
25,6,0,2,0,8,2052382.7837464001,6148200.34255256
12,4,1,1,0,6,1750140.84491912,3763021.15893997
10,2,0,1,2,5,1017129.85455133,6077182.01584666
31,2,0,0,5,7,2082994.89035416,4633035.09101756
11,0,2,1,6,9,2134095.7768391003,6198042.06888247
30,6,2,2,5,15,2226540.64025356,9394094.36949023
18,1,2,2,5,10,2150461.82216072,7156911.49695368
37,3,1,0,4,8,1330457.84322149,5402354.60519551
19,3,3,2,0,8,1896246.85399219,6040710.31488099
32,1,1,2,7,11,1348045.32132608,5040386.79414966
